code_gestion;numero_uai;mel;denomination_principale_uai;patronyme_uai;adresse_uai;code_postal_uai;localite_acheminement_uai;numero_telephone_uai;mel_uai;enquete;nature_uai;specificite_uai;nouveau;numero_siren_siret_uai
a16;0651103W;;ORGANISME FORMATION-CFA;SAS FORMA CATALYSE - SEMEAC;Chemin saint frai;65600;SEMEAC;;;;605;;nouveau;40765437500051
a11;0660447C;laurent.fabre@cma66.fr;CTR DE FORMATION D APPRENTIS;CHAMBRE METIERS ARTISANAT PO;9 AVENUE ALFRED SAUVY;66600;RIVESALTES;0468358797;chantal.alsina@cfai66.fr;1;600;;present_enquete_sifa;18660001100024
a11;0660488X;nathalie.nivet@ccca-btp.fr;CTR DE FORMATION D APPRENTIS;BTP 66;205  RUE FELIX TROMBE;66100;PERPIGNAN;0468553888;cfabtp.perpignan@ccca-btp.fr;1;600;;present_enquete_sifa;77618819500023
a11;0660552S;;NEOSUP ECOLE SUPERIEURE;;283  RUE JAMES WATT;66100;PERPIGNAN;0468357676;ce.0660552s@ac-montpellier.fr;;400;APP;nouveau;39254661000032
a11;0660682H;;GRETA PYRENEES-ORIENTALES;LPO PABLO PICASSO;Rue Charles Blanc;66027;PERPIGNAN CEDEX;0468527023;gretadespyreneesorientales@ac-montpellier.fr;;710;;nouveau;19660014200059
a11;0660733N;annie.cau@educagri.fr;CTR FORMATION APPRENTIS AGRIC.;LEGTA F G LORCA;Boulevard des Pyrénées;66600;RIVESALTES;0468648977;;1;600;;present_enquete_sifa;19660699000055
a11;0660926Y;apprentissage@univ-perp.fr;SECTION D'APPRENTISSAGE;UNIVERSITE DE PERPIGNAN;52 avenue PAUL ALDUY;66860;PERPIGNAN CEDEX 9;0430198144;apprentissage@univ-perp.fr;0;630;;present_non_enquete_sifa;19660437500382
a11;0660939M;contact@cfa-lidem.eu;CTR DE FORMATION D APPRENTIS;TRANSF INDUST CRÉATIVES NUMÉRI;31 rue Chateaubriand;66270;LE SOLER;0468925384;info@lidem.eu;1;600;AP1;present_enquete_sifa;41038154500012
a11;0660952B;;CTR DE FORMATION D APPRENTIS;FORMATION PLUS MÉDITERRANÉE;32 boulevard Jean Bourrat;66000;PERPIGNAN;;sabine@formationplus.org;;600;;nouveau;
a11;0660960K;;ORGANISME FORMATION-CFA;H ET C CONSEIL CABESTANY;7 rue Aristide Bergès;66330;CABESTANY;0473932592;ehabasque.hcconseil@orange.fr;;605;;nouveau;42924994900158
a11;0660961L;;ORGANISME FORMATION-CFA;3B CONSEIL LE BOULOU;3 rue Gaspard Monge;66160;LE BOULOU;0468893921;jcb.3bsonseil@orange.fr;;605;;nouveau;52174991100033
a15;0671634M;;ECOLE SECONDAIRE PROF.PRIVEE;EUROPEENNE DE BEAUTE;3 rue DE TURENNE;67300;SCHILTIGHEIM;0388332011;courrier@ecoledebeaute.org;;320;APP;nouveau;33054216800050
a15;0671636P;;LYCEE D'ENS. GENERAL ET TECHN.;ORT;14 rue SELLENICK;67083;STRASBOURG CEDEX;0388767476;Ce.0671636P@ac-strasbourg.fr;;300;;nouveau;77568810400030
a15;0671755U;patricias@lycee-cfa-emile-mathis.com;CTR DE FORMATION D APPRENTIS;DU LYCEE EMILE MATHIS;1 rue DU DAUPHINE;67311;SCHILTIGHEIM CEDEX;0388185513;ce.0670089H@ac-strasbourg.fr;1;600;;present_enquete_sifa;19670089200025
a15;0671760Z;valerie.krut@ac-strasbourg.fr;CTR DE FORMATION D APPRENTIS;DU LP  ANDRE SIEGFRIED;12 rue DES DOMINICAINS;67504;HAGUENAU CEDEX;0388735455;ce.0671760Z@ac-strasbourg.fr;1;600;AP1;present_enquete_sifa;19670024900028
a15;0671882G;ce.0671882G@ac-strasbourg.fr;CTR DE FORMATION D APPRENTIS;DU LPO HEINRICH-NESSEL;123 route DE STRASBOURG;67504;HAGUENAU CEDEX;0388532018;ce.0671882G@ac-strasbourg.fr;1;600;;present_enquete_sifa;19671509800048
a15;0672051R;isabelle.knobloch1@ac-strasbourg.fr;CTR DE FORMATION D APPRENTIS;DU LYCEE SCHWEISGUTH;6 avenue SCHWEISGUTH;67606;SELESTAT CEDEX;0388580780;;1;600;;present_enquete_sifa;19671696300042
a15;0672056W;zeynep.kaya1@ac-strasbourg.fr;CTR DE FORMATION D APPRENTIS;DU LP JULES VERNE;31 rue ST NICOLAS;67703;SAVERNE CEDEX;0388912422;ce.0670058Z@ac-strasbourg.fr;1;600;;present_enquete_sifa;19670058700021
a15;0672064E;laetitia.pradot1@ac-strasbourg.fr;CTR DE FORMATION D APPRENTIS;DU LYCEE STANISLAS;7 rue DU LYCEE;67163;WISSEMBOURG CEDEX;0388541700;ce.0670114K@ac-strasbourg.fr;1;600;;present_enquete_sifa;19670114800039
a15;0672066G;ce.0672066G@ac-strasbourg.fr;CTR DE FORMATION D APPRENTIS;DU LYCEE LE CORBUSIER;15 rue LIXENBUHL;67404;ILLKIRCH CEDEX;0388668766;ce.0672198A@ac-strasbourg.fr;1;600;;present_enquete_sifa;19672198900032
a15;0672270D;pweiss@cm-alsace.fr;CTR DE FORMATION D APPRENTIS;DE LA CHAMBRE DE  METIERS;21 rue DES FUSILIERS MARINS;67412;ILLKIRCH CEDEX;0388590080;cfa.eschau@cm-alsace.fr;1;600;;present_enquete_sifa;18670223900028
a15;0672375T;;GRETA STRASBOURG EUROPE;;22 rue LIXENBUHL;67402;ILLKIRCH CEDEX;0388407700;gse@strasbourg.greta.fr;;710;;nouveau;19672198900040
d44;0672477D;nathalie.mathern@educagri.fr;CTR FORMATION APPRENTIS AGRIC.;OBERNAI;44 BOULEVARD DE L.EUROPE;67212;OBERNAI CEDEX;0388499920;cfa.obernai@educagri.fr;1;600;;present_enquete_sifa;29671685600055
a15;0672564Y;ce.0672564y@ac-strasbourg.fr;CTR DE FORMATION D APPRENTIS;DU LYCEE J.F.OBERLIN;4 rue DE L'ACADEMIE;67001;STRASBOURG CEDEX;0388353738;ce.0672564Y@ac-strasbourg.fr;1;600;;present_enquete_sifa;19670127000023
a15;0672592D;;ESMG;EC. SUP. MANAGEMENT ET GESTION;16 avenue de l'Europe;67300;SCHILTIGHEIM;0388226508;info@esmg-formation.fr;;400;APP;nouveau;35091251500029
a15;0672599L;;GRETA NORD ALSACE;;123 route DE STRASBOURG;67504;HAGUENAU CEDEX;0388061666;gna@greta-nord-alsace.com;;710;;nouveau;19671509800055
a15;0672601N;smaennel@cefppa.eu;CTR DE FORMATION D APPRENTIS;C.E.F.P.P.A ADRIEN ZELLER;4 rue EUGENIE BRAZIER;67400;ILLKIRCH GRAFFENSTADEN;0390400510;secretariat@cefppa.eu;1;600;;present_enquete_sifa;35185807100019
a15;0672632X;mbouras@compagnons-du-devoir.com;CTR DE FORMATION D APPRENTIS;DES COMPAGNONS DU DEVOIR;2 rue DE WASSELONNE;67085;STRASBOURG CEDEX;0388152100;prevotformationstrasbourg@compagnons-du-devoir.com;1;600;;present_enquete_sifa;77566202600050
a15;0672772Z;;INST.EUR.DE FORMATION;;23 A rue Vauban;67000;STRASBOURG;0388453105;ief@institutformation.org;;700;APP;nouveau;31625230300029
a15;0672856R;cfa.victor@ac-strasbourg.fr;CTR DE FORMATION D APPRENTIS;LYCEE DES METIERS EMILE VICTOR;1 A AVENUE DE GAIL;67210;OBERNAI;0388476469;cfa.victor@ac-strasbourg.fr;1;600;;present_enquete_sifa;19670050400026
a15;0672877N;;OMNIS;;6 avenue de la Liberté;67000;STRASBOURG;0388258888;omnis@omnis.edu;;445;APP;nouveau;42279962700019
a15;0672879R;amandine.forootan@cfpb.fr;CTR DE FORMATION D APPRENTIS;METIERS DE LA BANQUE ET FINANC;16 avenue de l'Europe;67300;SCHILTIGHEIM;0388227755;amandine.forootan@cfpb.fr;1;600;;present_enquete_sifa;48122210700015
a15;0672892E;cfa.gutenberg@ac-strasbourg.fr;CTR DE FORMATION D APPRENTIS;DU LPO GUTENBERG;22 rue LIXENBUHL;67404;ILLKIRCH CEDEX;0388668150;;1;600;;present_enquete_sifa;19672616000027
a15;0672902R;cfa@arassm.fr;CTR DE FORMATION D APPRENTIS;DU SECTEUR SANITAIRE SOC MEDIC;12 rue JEAN MONNET;67311;SCHILTIGHEIM CEDEX;0388182561;cfa@arassm.fr;1;600;;present_enquete_sifa;43974287500016
a15;0672958B;nathalie.zimmermann@aftral.com;CTR DE FORMATION D APPRENTIS;TRANSPORT ET LOGISTIQUE;4 AVENUE DE L'ENERGIE;67800;BISCHHEIM;0388186510;meline.manteau@aftral.com;1;600;;present_enquete_sifa;77569201500115
a15;0673002Z;responsable-cfa-cfc@st-jean-colmar.fr;CTR DE FORMATION D APPRENTIS;ENS. PROF. PRIVE D'ALSACE;15  RUE DES ECRIVAINS;67000;STRASBOURG;0389208320;directeur@st-jean-colmar.fr;1;600;;present_enquete_sifa;
a15;0673012K;contact@form-as.fr;CTR DE FORMATION D APPRENTIS;DES METIERS ANIMATION ET SPORT;4 allée DU SOMMERHOF;67200;STRASBOURG;0388280005;contact@form-as.fr;1;600;;present_enquete_sifa;50105594100014
a15;0673028C;c.bellem@alsace.cci.fr;CTR DE FORMATION D APPRENTIS;CCI CAMPUS;234 avenue DE COLMAR;67021;STRASBOURG CEDEX 1;0388430880;c.bellem@strasbourg.cci.fr;1;600;;present_enquete_sifa;13002267600030
a15;0673047Y;m.faure@leem-apprentissage.org;CENTRE DE FORMATIONS DES APPRE;PHARMA. LEEM APPRENTISSAGE;74 route DU RHIN;67401;ILLKIRCH CEDEX;03688854161;v.bernon@leem-apprentissage.org;1;600;AP1;present_enquete_sifa;
a15;0673055G;;FILEA INSTITUT;;25 rue DE LAUSANNE;67000;STRASBOURG;0388155868;contact@filea.eu;;700;APP;nouveau;41303309300043
a15;0673093Y;;MEDIASCHOOL STRASBOURG;;16 rue BASSIN D'AUSTERLITZ;67100;STRASBOURG;0388363781;gba@mediaschool.eu;;440;APP;nouveau;
a15;0673132R;;INSTITUT SUPERIEUR;DES RESSOURCES HUMAINES;16 avenue de l'europe;67300;SCHILTIGHEIM;;info@isrh-formation.fr;;440;AP1;nouveau;53958574500026
a15;0673136V;;INSTITUTION DE FORMATION;SUPERIEURE AUX ACTIVITES TERTI;5 rue DE L'HERMINE;67205;OBERHAUSBERGEN;;ifsat@sfr.fr;;605;;nouveau;44844523900032
a15;0673141A;;CAP COMPETENCES  ACTIVATEUR DE;;4 rue Frédéric Guillaume Raiffei;67913;STRASBOURG CEDEX 9;;;;605;;nouveau;41988381400024
a15;0673144D;pvetri@formission.fr;FOR'MISSION SAS;;100 A route DES ROMAINS;67200;STRASBOURG;;;;605;;nouveau;82808445900019
a15;0673145E;;ORGALY FRANCE;;4 quai Charles Altorffer;67000;STRASBOURG;;;;605;;nouveau;83027052600015
a15;0673146F;;INSTITUT SUPERIEUR;DE MANAGEMENT ET D'EXPERTISE;16 avenue de l'Europe;67300;SCHILTIGHEIM;;;;440;AP1;nouveau;50188338300025
a15;0681197G;cfa.storck@ac-strasbourg.fr;CTR DE FORMATION D APPRENTIS;DE L'HOTELLERIE JOSEPH STORCK;Rue Jules Ferry;68501;GUEBWILLER CEDEX;0389749960;cfa.storck@ac-strasbourg.fr;1;600;;present_enquete_sifa;19681839700024
a15;0681486W;mireille.diringer@ac-strasbourg.fr;CTR DE FORMATION D APPRENTIS;DU LYCEE ROOSEVELT;18 rue DE LA TOUR DU DIABLE;68069;MULHOUSE CEDEX 2;0389362090;cfa.roosevelt@ac-strasbourg.fr;1;600;;present_enquete_sifa;19680039500036
a15;0681489Z;henri.bass@orange.fr;CTR DE FORMATION D APPRENTIS;DU LYC.POL.MERMOZ;53 rue DU DR HURST;68300;ST LOUIS;0389702270;cfa.mermoz@ac-strasbourg.fr;1;600;AP1;present_enquete_sifa;19680066800036
a15;0681492C;cernay.cfa@ac-strasbourg.fr;CTR DE FORMATION D APPRENTIS;DU LYCEE GUSTAVE EIFFEL;Rue GUSTAVE EIFFEL;68704;CERNAY CEDEX;0389759028;cernay.cfa@ac-strasbourg.fr;1;600;;present_enquete_sifa;19681810800025
a15;0681498J;catherinenicoletti.cfacentrealsace@wanadoo.fr;CTR DE FORMATION D APPRENTIS;CENTRE ALSACE MARCEL RUDLOFF;2  RUE DES PAPETERIES;68000;COLMAR;0389215740;cfamr-colmar@wanadoo.fr;1;600;;present_enquete_sifa;34396437500012
a15;0681499K;ce.0681499k@ac-strasbourg.fr;CTR DE FORMATION D APPRENTIS;DU LYCEE DES METIERS POINTET;5 rue DES TIRAILLEURS MAROCAINS;68802;THANN CEDEX;0389377402;CE.0681499K@ac-strasbourg.fr;1;600;;present_enquete_sifa;19680074200039
a15;0681702F;;GRETA CENTRE ALSACE;;74 rue DU LOGELBACH;68001;COLMAR CEDEX;0389229222;greta@greta-colmar.fr;;710;;nouveau;19680010600037
a15;0681710P;nbossavy@cm-alsace.fr;CTR DE FORMATION D APPRENTIS;DE L ARTISANAT;21 rue JOSEPH CUGNOT;68200;MULHOUSE;0389331890;cfaa@cm-alsace.fr;1;600;;present_enquete_sifa;18670223900101
d44;0681750H;estelle.widmer@educagri.fr;CTR FORMATION APPRENTIS AGRIC.;ROUFFACH;8  RUE REMPARTS;68250;ROUFFACH;0389787304;;1;600;;present_enquete_sifa;19680003100052
a15;0681771F;;GRETA SUD ALSACE;;6 rue Fredo Krumnov;68200;MULHOUSE;0389431617;contactgsa@ac-strasbourg.fr;;710;;nouveau;19681768800035
a15;0681814C;;INST.SUP.TEXT.ALSACE;;21 rue ALFRED WERNER;68058;MULHOUSE CEDEX 2;0389608490;ista@ista-bs.fr;;480;APP;nouveau;40083112900020
a15;0681816E;michael.laude@uha.fr;CTR DE FORMATION D APPRENTIS;UNIVERSITAIRE ALSACE;16 rue DE LA FONDERIE;68100;MULHOUSE;0389336590;cfau@uha.fr;1;600;AP1;present_enquete_sifa;19681166500393
a15;0681832X;celine.schramm@formation-industries-alsace.fr;CTR DE FORMATION D APPRENTIS;DE L'INDUSTRIE D'ALSACE;8  RUE DE LA BOURSE;68055;MULHOUSE CEDEX 1;;direction@cfai-alsace.fr;1;600;;present_enquete_sifa;38855948600021
a15;0681983L;oynard@cfahotrest-colmar.com;CTR DE FORMATION D APPRENTIS;DE L'HOTELLERIE  RESTAURATION;5 rue de la Gare;68000;COLMAR;0389411770;info@cfahotrest-colmar.com;1;600;;present_enquete_sifa;44993671500019
a15;0682016X;;INSTITUT DES METIERS DU;TERTIAIRE - GROUPE HOMNEO;30 rue Marc Seguin;68200;MULHOUSE;0389440055;hb.imt@homneo.fr;;605;;nouveau;48953429700051
a15;0682049H;;ECOLE DE COMMERCE ET DE MANAGE;;2 rue de Sinne;68100;MULHOUSE;0389430193;contact@ec2m-mulhouse.fr;;700;APP;nouveau;81423172600013
a15;0682067C;;ECOLE SUPERIEURE EUROPEENNE DE;SOCIALE;2 bis rue DES ALOUETTES;68312;ILLZACH CEDEX;;illzach@eseis-afris.eu;;430;APP;nouveau;83833964600013
a15;0682076M;;ECOLE SUPERIEURE DE COMMERCE;DES TROIS FRONTIERES;10 rue DE VILLAGE NEUF;68300;ST LOUIS;;hello@esc-3frontieres.fr;;445;APP;nouveau;84362775300018
a10;0690197P;;EM LYON BUSINESS SCHOOL;;23  AVENUE GUY DE COLLONGUE;69134;ECULLY CEDEX;0478337800;;;445;APP;nouveau;95950473900019
a10;0690275Z;;LYCEE PROFESSIONNEL AGRICOLE;DE BELLEVILLE;394 route HENRY FESSY;69220;BELLEVILLE EN BEAUJOLAIS;0474664597;;;320;APP;nouveau;19690275300017
a10;0690542P;;LYCEE GEN.ET TECHNOL.PRIVE;DES CHASSAGNES;13 chemin DES CHASSAGNES;69600;OULLINS;0478502991;administration@leschassagnes.fr;;300;APP;nouveau;77971702400011
a10;0690696G;;ECOLE 2D DEGRE PROF.PRIVEE;SILVYA TERRADE;73 rue LOUIS BLANC;69006;LYON;0478423637;contact@silvya-terrade.com;;320;APP;nouveau;52407208900021
a10;0691774D;;UNIVERSITE LYON 1;CLAUDE BERNARD;43  BOULEVARD DU 11 NOVEMBRE 191;69622;VILLEURBANNE CEDEX;0472448016;secretaire.genral@univ-lyon1.fr;;523;AP1;nouveau;19691774400019
a10;0691875N;;LYCEE PROFESSIONNEL PRIVE;INST TECHN CARRIERES CAROLE;21  QUAI TILSITT;69002;LYON;0478373595;info@peyrefitte.com;;320;APP;nouveau;39445174400012
a10;0692210C;l.chapuis666@iri-lyon.com;CTRE DE FORMATION D'APPRENTIS;DE L'INDUSTRIE CFAI LYON;10 BOULEVARD EDMOND MICHELET;69351;LYON CEDEX 08;0478770500;;1;600;;present_enquete_sifa;41158228100019
a10;0692214G;aurelie.frery666@ccca-btp.fr;CTRE DE FORMATION D'APPRENTIS;BTP PHILIBERT L'ORME (AFOBAT);4 PLACE DU PAISY;69570;DARDILLY;0472522150;cfabtp.dardilly@ccca-btp.fr;1;600;;present_enquete_sifa;77564918900013
a10;0692353H;;INST SUP AGRI RHONE ALPES LYON;ISARA;23  RUE JEAN BALDASSINI;69364;LYON CEDEX 07;0427858585;contact@isara.fr;;580;AP1;nouveau;77984505600026
a10;0692360R;adeline.lebrunchampion666@arfa-formation.fr;CTRE DE FORMATION D'APPRENTIS;ARFA;105  RUE HENRI DEPAGNEUX;69400;LIMAS;0474682532;infoscfa@arfa-formation.fr;1;600;;present_enquete_sifa;30396959600020
a10;0692436Y;v.desmarchelier666@mfr.asso.fr;CTRE DE FORMATION D'APPRENTIS;REGIONAL FRMFREO;7  CHEMIN JEAN MARIE VIANNEY;69130;ECULLY;0472860386;fr.rhone-alpes@mfr.asso.fr;1;600;;present_enquete_sifa;30469122300156
a10;0692437Z;;UNIVERSITE LYON 3;JEAN MOULIN;1  RUE DE L'UNIVERSITE;69365;LYON CEDEX 07;0478787878;;;523;AP1;nouveau;19692437700282
a10;0692514H;d.sondaz666@sepr.edu;CTRE DE FORMATION D'APPRENTIS;SEPR;46 rue PROFESSEUR ROCHAIX;69003;LYON;0472832727;accueil@sepr.edu;1;600;;present_enquete_sifa;77990483800017
a10;0692719F;cfa.0692719f@ac-lyon.fr666;CTRE DE FORMATION D'APPRENTIS;FRANCOIS RABELAIS;CHEMIN DU DODIN;69571;DARDILLY CEDEX;0478668888;cfa.0692719f@ac-lyon.fr;1;600;;present_enquete_sifa;19692516800029
a10;0692780X;laetitia.bailly666@cfatextile.fr;CTRE DE FORMATION D'APPRENTIS;TEXTILE REGIONAL;2  RUE DES MURIERS;69258;LYON CEDEX 09;0472536310;contact@cfatextile.fr;1;600;;present_enquete_sifa;77564656500074
a10;0692781Y;info666@afpia-sudest.fr;CTRE DE FORMATION D'APPRENTIS;AFPIA SUD-EST;55  RUE FEUILLAT;69003;LYON;0472697620;info@afpia-sudest.fr;1;600;;present_enquete_sifa;45094656100021
a10;0692998J;;GRETA LYON METROPOLE;LYCEE MARTINIERE MONPLAISIR;41 RUE ANTOINE LUMIERE;69008;LYON;0478788484;gial@ac-lyon.fr;;710;;nouveau;19692866700027
a10;0693002N;;GRETA DU RHONE;LYCEE LOUIS ARMAND;AVENUE DU BEAUJOLAIS;69651;VILLEFRANCHE SUR SAONE CED;0474023016;greta-beaujolais@ac-lyon.fr;;710;;nouveau;19691644900024
a10;0693088G;a.gouridani666@compagnons-du-devoir.com;CTRE DE FORMATION D'APPRENTIS;COMPAGNONS DU DEVOIR;53  AVENUE SIDOINE APOLLINAIRE;69009;LYON;0472198510;cfarhonealpes@compagnons-du-devoir.com;1;600;;present_enquete_sifa;77566202600910
a10;0693306U;acollin666@groupe-igs.fr;CTRE DE FORMATION D'APPRENTIS;IGS;47  RUE SERGENT MICHEL BERTHET;69258;LYON CEDEX 09;0472857111;accueilcfa-ciefa@groupe-igs.fr;1;600;;present_enquete_sifa;34074141200019
a10;0693328T;camille.gabolde666@interfora.fr;CTRE DE FORMATION D'APPRENTIS;INTERFORA IFAIP;6 RUE JEAN MACE;69190;ST FONS;0472890618;info@interfora.fr;1;600;;present_enquete_sifa;78806023400010
a10;0693400W;nathalie.acosta666@ccca-btp.fr;CTRE DE FORMATION D'APPRENTIS;BTP CFA AFRA;3  PLACE DU PAISY;69570;DARDILLY;0472520721;btpcfa.afra@ccca-btp.fr;1;600;;present_enquete_sifa;30209612800038
a10;0693452C;gmalfroy666@ifir.fr;CTRE DE FORMATION D'APPRENTIS;IFIR - ARL;66 AVENUE JEAN MERMOZ;69351;LYON CEDEX 08;0478770556;info@ifir.fr;1;600;;present_enquete_sifa;38134879600024
a10;0693492W;marilyne.techer666@educagri.fr;CTRE FORMATION APPRENTIS AGRIC;REGIONAL ET  HORTICOLE;26  CHEMIN DE LA BRUYERE;69570;DARDILLY;0478666410;;1;600;;present_enquete_sifa;19690250600019
a10;0693501F;;CTRE REG TECHNIQUES AVANCEES;C.E.R.T.A;3 rue DE LA DEMOCRATIE;69200;VENISSIEUX;0472218010;;;700;APP;nouveau;32938182600026
a10;0693588A;as.devrieze666@ifria.fr;CTRE DE FORMATION D'APPRENTIS;IFRIA RHONE-ALPES;23  RUE JEAN BALDASSINI;69364;LYON CEDEX 07;0478954044;contact@ifria-rhone-alpes.fr;1;600;;present_enquete_sifa;39329874000019
a10;0693624P;agondard666@ifai.fr;CTRE DE FORMATION D'APPRENTIS;IFAI RHONE-ALPES;60  AVENUE JEAN MERMOZ;69372;LYON CEDEX 08;0478770633;ifai.rhonalpes@ifai.fr;1;600;;present_enquete_sifa;39914306400018
a10;0693640G;j.prevost666@cirfap.com;CTRE DE FORMATION D'APPRENTIS;CIRFAP PLASTURGIE;39  RUE DE LA CITE;69441;LYON CEDEX 03;0478770535;contact@cirfap.com;1;600;;present_enquete_sifa;40055112300021
a10;0693694R;beatrice.dubout666@compagnonsdutourdefrance.org;CTRE DE FORMATION D'APPRENTIS;COMPAGNONS DU TOUR DE FRANCE A;49 rue FEUILLAT;69003;LYON;0478532200;;1;600;;present_enquete_sifa;80995129600023
a10;0693702Z;a.dupuy666@inhni.com;CTRE DE FORMATION D'APPRENTIS;DE LA PROPRETE INHNI;33 AVENUE DR GEORGES LEVY;69693;VENISSIEUX CEDEX;0472783456;cfa.rhone-alpes(@)inhni.com;1;600;;present_enquete_sifa;32187778900107
a10;0693703A;marie-luce.robin@cfpb.fr666;CTRE DE FORMATION D'APPRENTIS;METIERS DE BANQUE ET FINANCE;2  RUE DE LA FRATERNELLE;69009;LYON;0478526831;cfa.0693703a@ac-lyon.fr;1;600;;present_enquete_sifa;77567554900106
a10;0693764S;valerie.chanoine666@cneap.fr;CTR FORMATION APPRENTIS AGRIC;DU CREAP;4  RUE DE L'ORATOIRE;69643;CALUIRE ET CUIRE CEDEX;0472109407;;1;600;;present_enquete_sifa;34424633500014
a10;0693867D;;ACFAL FORMATION;CENTRE DE FORMATION CONTINUE A;4 rue LOUIS ADAM;69100;VILLEURBANNE;0478842960;;;700;APP;nouveau;80235447200010
a10;0693869F;;INST SUP FORMA INTERNATIONAL;;181 avenue Jean Jaurès;69007;LYON;0437287575;contact@espaceforma.com;;400;;nouveau;49148454900010
a10;0693891E;mmuller666@formasup-arl.fr;CTR DE FORMATION D APPRENTIS;FORMA SUP AIN RHONE LOIRE;66  AVENUE JEAN MERMOZ;69008;LYON;0478770456;;1;600;;present_enquete_sifa;43903961100025
a10;0693936D;LC666@ducretet.net;CTR DE FORMATION D APPRENTIS;DUCRETET AUVERGNE RHONE ALPES;2 rue DEMOCRATIE;69200;VENISSIEUX;0472505000;cfalyon@ducretet.net;1;600;;present_enquete_sifa;
a10;0694047Z;laurent.serve666@ac-lyon.fr;CTR DE FORMATION D APPRENTIS;DE L'ACADEMIE DE LYON;50 cours de la République;69100;VILLEURBANNE;0472404300;cfaal@ac-lyon.fr;1;600;;present_enquete_sifa;18693013700036
a10;0694061P;;ECOLE SUP INTER METIERS AERIEN;;5 rue JEAN-MARIE CHAVANT;69007;LYON;0772224816;accueil@esima.fr;;440;AP1;nouveau;47790817200067
a10;0694088U;;ECOLE 2D DEGRE PROF.PRIVEE;SYLVIA TERRADE VILLEFRANCHE SU;110 place de la Gare;69400;VILLEFRANCHE SUR SAONE;0478423637;clotildetripodi@silvya-terrade.com;;320;APP;nouveau;52407208900039
a10;0694143D;;CTR FORMATION APPRENTIS AGRIC;CFA REGIONAL MFR;7  CHEMIN JEAN MARIE VIANNEY;69130;ECULLY;;;0;600;;present_non_enquete_sifa;
a10;0694202T;;OPUS FORMATION;;26 rue Louis Guérin;69100;VILLEURBANNE;0475801549;contact-valence@opusformation.eu;;700;APP;nouveau;47988570900036
a10;0694212D;;CENTRE DE FORMATION;CAMPUS VEOLIA RHIN RHONE MEDIT;25 AVENUE LIONEL TERRAY JONAGE;69881;MEYZIEU CEDEX;;anne.lhostis@veolia.com;;700;APP;nouveau;48877005800037
a10;0694215G;;PARTNER SUP';;99  RUE DE GERLAND;69007;LYON;0437286605;;;400;AP1;nouveau;45165687000040
a10;0694228W;;ALTERNANCE RHONE ALPES;ALTERNANCE RHONES ALPES;172 cours TOLSTOI;69100;VILLEURBANNE;0437916612;;;700;APP;nouveau;48064586000069
a10;0694231Z;;LYON OLYMPIQUE UNIVERSITAIRE;LOU RUGBY;405 avenue JEAN JAURES;69007;LYON;0478788232;association@lou1896.fr;;400;APP;nouveau;43272355900041
a10;0694253Y;;CTR DE FORMATION D APPRENTIS;IPSO CAMPUS;16 rue DE MONTBRILLANT;69416;LYON CEDEX 03;0478537748;alternance@ipso-campus.com;;700;APP;nouveau;
a10;0694339S;xavier.rabanel666@metiersdesenergies.fr;CTR DE FORMATION D APPRENTIS;MÉTIERS DES ÉNERGIES AUVERGNE-;196 avenue THIERS;69006;LYON;0469654122;contact@metiersdesenergies.fr;1;600;;present_enquete_sifa;
a10;0694347A;sfirda666@medef-aura.fr;CTR DE FORMATION D APPRENTIS;THE NUUM FACTORY;60 avenue Jean Mermoz;69008;LYON;0478770623;sfirda@thenuumfactory.fr;1;600;;present_enquete_sifa;85118370700013
a10;0694364U;;ECOLE SUPERIEURE PRIVEE DE COM;ACFAL FORMATION;21 place Tolozan;69001;LYON;0478842960;acfal@acfal.net;;445;APP;nouveau;
a10;0694365V;;ECOLE TECH SUP PRIVEE;CAMAS ACADEMY;69 cours Albert Thomas;69008;LYON;0426836336;;;400;AP1;nouveau;
a10;0694376G;;CTR DE FORMATION D APPRENTIS;O R T;133 rue Marius Berliet;69373;LYON CEDEX 08;0472780909;lyon@ort.asso.fr;;605;;nouveau;
a10;0694377H;;CTR FORM PROF PROMO AGRICOLES;D'ECULLY;13 avenue de Verdun;69130;ECULLY;;;;740;APP;nouveau;
a10;0694378J;;CTR DE FORMATION D APPRENTIS;EURIDIS BUSINESS SCHOOL;34 rue Molière;69006;LYON;;;;605;;nouveau;
a10;0694380L;;ECOLE TECHNIQUE SUPERIEURE PRI;HYBRIA;11 chemin du Petit Bois;69130;ECULLY;0472405618;c.channelliere@hybria.fr;;445;APP;nouveau;81380286500010
a10;0694381M;;ORGANISME FORMATION-CFA;ORGALY LYON;11 rue Terme;69001;LYON;0428290129;contact@orgaly.com;;605;;nouveau;
a10;0694383P;;ORGANISME FORMATION-CFA;SCRIBTEL FORMATION LYON;69 avenue Tony GARNIER;69007;LYON;0616453962;jeanluc.ruby@scribtel-formation.com;;605;;nouveau;39336786700024
a10;0694387U;;ECOLE TECH SUP PRIVEE;IMSI;47 rue Sergent Michel Berthet;69009;LYON;0472857395;fsgarbozza@groupe-igs.fr;;445;APP;nouveau;31249509600173
a10;0694395C;;ORGANISME FORMATION-CFA;NICOLLIN SAS SAINT-FONS;37 rue Carnot;69190;ST FONS;0411931606;P.JARLOT@groupenicollin.com;;605;;nouveau;77564414900236
